Ticker,Name,OtherName,Sector,Industry
SPRU,Spruce Power Holding Corporation,Spruce Power,Technology,Solar
BATL,Battalion Oil Corporation,Battalion Oil,Energy,Oil & Gas E&P
LRFC,Logan Ridge Finance Corporation,Logan Ridge Finance,Financial Services,Asset Management
PDEX,"Pro-Dex, Inc.",Pro-Dex,Healthcare,Medical Instruments & Supplies
HYMC,Hycroft Mining Holding Corporation,Hycroft Mining,Basic Materials,Gold
ABAT,American Battery Technology Company,American Battery Technology Company,Basic Materials,Other Industrial Metals & Mining
NINE,"Nine Energy Service, Inc.",Nine Energy Service,Energy,Oil & Gas Equipment & Services
TCBC,"TC Bancshares, Inc.",TC Bancshares,Financial Services,Banks—Regional
DRCT,"Direct Digital Holdings, Inc.",Direct Digital Holdings,Communication Services,Advertising Agencies
PLBY,"PLBY Group, Inc.",PLBY Group (Playboy),Consumer Cyclical,Leisure
VGZ,Vista Gold Corp.,Vista Gold,Basic Materials,Gold
SURG,"SurgePays, Inc.",SurgePays,Technology,Software—Application
IPW,iPower Inc.,iPower,Consumer Cyclical,Internet Retail
SHOT,"Safety Shot, Inc.",Safety Shot,Consumer Defensive,Beverages—Non-Alcoholic
CULP,"Culp, Inc.",Culp,Consumer Cyclical,Textile Manufacturing
GEG,"Great Elm Group, Inc.",Great Elm Group,Financial Services,Asset Management
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods,Consumer Cyclical,Specialty Retail
PASG,"Passage Bio, Inc.",Passage Bio,Healthcare,Biotechnology
BODI,"The Beachbody Company, Inc.",The Beachbody Company,Communication Services,Internet Content & Information
SELF,"Global Self Storage, Inc.",Global Self Storage,Real Estate,REIT—Specialty
FARM,Farmer Bros. Co.,Farmer Brothers,Consumer Defensive,Packaged Foods
LPSN,"LivePerson, Inc.",LivePerson,Technology,Software—Application
LTBR,Lightbridge Corporation,Lightbridge Corporation,Industrials,Electrical Equipment & Parts
RENT,"Rent the Runway, Inc.",Rent the Runway,Consumer Cyclical,Apparel Retail
HOOK,HOOKIPA Pharma Inc.,HOOKIPA Pharma,Healthcare,Biotechnology
PRTS,"CarParts.com, Inc.",CarParts.com,Consumer Cyclical,Auto Parts
HNNA,"Hennessy Advisors, Inc.",Hennessy Advisors,Financial Services,Asset Management
QUBT,Quantum Computing Inc.,Quantum Computing,Technology,Computer Hardware
STIM,"Neuronetics, Inc.",Neuronetics,Healthcare,Diagnostics & Research
RLYB,Rallybio Corporation,Rallybio,Healthcare,Biotechnology
SGRP,"SPAR Group, Inc.",SPAR Group,Industrials,Specialty Business Services
ENZ,"Enzo Biochem, Inc.",Enzo Biochem,Healthcare,Diagnostics & Research
USAU,U.S. Gold Corp.,U.S. Gold Corp,Basic Materials,Gold
PXLW,"Pixelworks, Inc.",Pixelworks,Technology,Semiconductors
KINS,"Kingstone Companies, Inc.",Kingstone Companies,Financial Services,Insurance—Property & Casualty
IPWR,Ideal Power Inc.,Ideal Power,Industrials,Electrical Equipment & Parts
EYEN,"Eyenovia, Inc.",Eyenovia,Healthcare,Biotechnology
CETY,"Clean Energy Technologies, Inc.",Clean Energy Technologies,Industrials,Specialty Industrial Machinery
WFCF,"Where Food Comes From, Inc.",Where Food Comes From,Technology,Software—Application
OVID,Ovid Therapeutics Inc.,Ovid Therapeutics,Healthcare,Biotechnology
XOS,"Xos, Inc.",XOS,Industrials,Farm & Heavy Construction Machinery
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Liberty TripAdvisor Holdings,Communication Services,Internet Content & Information
RGS,Regis Corporation,Regis Corporation,Consumer Cyclical,Personal Services
LPTH,"LightPath Technologies, Inc.",LightPath Technologies,Technology,Electronic Components
RMTI,"Rockwell Medical, Inc.",Rockwell Medical,Healthcare,Drug Manufacturers—Specialty & Generic
CENN,Cenntro Inc.,Cenntro Electric Group,Consumer Cyclical,Auto Manufacturers
FLUX,"Flux Power Holdings, Inc.",Flux Power,Industrials,Electrical Equipment & Parts
TSBX,Turnstone Biologics Corp.,Turnstone Biologics,Healthcare,Biotechnology
NSTS,"NSTS Bancorp, Inc.",NSTS Bancorp,Financial Services,Banks—Regional
VNRX,VolitionRx Limited,VolitionRx,Healthcare,Diagnostics & Research
RDI,"Reading International, Inc.",Reading International,Communication Services,Entertainment
SDIG,"Stronghold Digital Mining, Inc.",Stronghold Digital Mining,Financial Services,Capital Markets
MLSS,Milestone Scientific Inc.,Milestone Scientific,Healthcare,Medical Instruments & Supplies
LNSR,"LENSAR, Inc.",LENSAR,Healthcare,Medical Devices
AREC,American Resources Corporation,American Resources Corp,Basic Materials,Coking Coal
AIRE,reAlpha Tech Corp.,reAlpha Tech,Real Estate,Real Estate Services
SHIM,Shimmick Corporation,Shimmick,Industrials,Engineering & Construction
BRFH,"Barfresh Food Group, Inc.",Barfresh Food Group,Consumer Defensive,Beverages—Non-Alcoholic
CRWS,"Crown Crafts, Inc.",Crown Crafts,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VAXX,"Vaxxinity, Inc.",Vaxxinity,Healthcare,Biotechnology
RPHM,"Reneo Pharmaceuticals, Inc.",Reneo Pharmaceuticals,Healthcare,Biotechnology
MOBX,"Mobix Labs, Inc.",Mobix Labs,Technology,Semiconductors
DFLI,Dragonfly Energy Holdings Corp.,Dragonfly Energy,Industrials,Electrical Equipment & Parts
CTSO,Cytosorbents Corporation,Cytosorbents,Healthcare,Medical Devices
FLNT,"Fluent, Inc.",Fluent,Communication Services,Advertising Agencies
MKTW,"MarketWise, Inc.",MarketWise,Financial Services,Financial Data & Stock Exchanges
AUGX,"Augmedix, Inc.",Augmedix,Healthcare,Health Information Services
MGLD,"The Marygold Companies, Inc.",the Marygold Companies,Financial Services,Asset Management
APYX,Apyx Medical Corporation,Apyx Medical,Healthcare,Medical Devices
CARM,"Carisma Therapeutics, Inc.",Carisma Therapeutics,Healthcare,Biotechnology
GRYP,"Gryphon Digital Mining, Inc.",Gryphon Digital Mining,Financial Services,Capital Markets
PRT,PermRock Royalty Trust,PermRock Royalty Trust,Energy,Oil & Gas E&P
NICK,"Nicholas Financial, Inc.",Nicholas Financial,Financial Services,Credit Services
LTRN,Lantern Pharma Inc.,Lantern Pharma,Healthcare,Biotechnology
CUE,"Cue Biopharma, Inc.",Cue Biopharma,Healthcare,Biotechnology
SOHO,Sotherly Hotels Inc.,Sotherly Hotels,Real Estate,REIT—Hotel & Motel
OSS,"One Stop Systems, Inc.",One Stop Systems,Technology,Computer Hardware
INTG,The InterGroup Corporation,The InterGroup Corporation,Consumer Cyclical,Lodging
AVTE,"Aerovate Therapeutics, Inc.",Aerovate Therapeutics,Healthcare,Biotechnology
AHT,"Ashford Hospitality Trust, Inc.",Ashford Hospitality Trust,Real Estate,REIT—Hotel & Motel
AXIL,"AXIL Brands, Inc.",AXIL Brands,Technology,Consumer Electronics
LTCH,"Latch, Inc.",Latch,Technology,Software—Application
PHUN,"Phunware, Inc.",Phunware,Technology,Software—Application
TPST,"Tempest Therapeutics, Inc.",Tempest Therapeutics,Healthcare,Biotechnology
CXAI,CXApp Inc.,CXApp,Technology,Software—Application
DZSI,DZS Inc.,DZS Inc,Technology,Communication Equipment
SOND,Sonder Holdings Inc.,Sonder Holdings,Consumer Cyclical,Lodging
PPSI,"Pioneer Power Solutions, Inc.",Pioneer Power Solutions,Industrials,Electrical Equipment & Parts
NOTV,"Inotiv, Inc.",Inotiv,Healthcare,Diagnostics & Research
RBOT,Vicarious Surgical Inc.,Vicarious Surgical,Healthcare,Medical Devices
BIG,"Big Lots, Inc.",Big Lots,Consumer Defensive,Discount Stores
LSF,"Laird Superfood, Inc.",Laird Superfood,Consumer Defensive,Packaged Foods
VTVT,vTv Therapeutics Inc.,vTv Therapeutics,Healthcare,Biotechnology
TARA,"Protara Therapeutics, Inc.",Protara Therapeutics,Healthcare,Biotechnology
CPTN,"Cepton, Inc.",Cepton,Technology,Scientific & Technical Instruments
KZR,"Kezar Life Sciences, Inc.",Kezar Life Sciences,Healthcare,Biotechnology
MTNB,"Matinas BioPharma Holdings, Inc.",Matinas BioPharma,Healthcare,Biotechnology
ZNOG,"Zion Oil & Gas, Inc.",Zion Oil &amp; Gas,Energy,Oil & Gas E&P
LUCD,Lucid Diagnostics Inc.,Lucid Diagnostics,Healthcare,Medical Devices
ECOR,"electroCore, Inc.",electroCore,Healthcare,Medical Devices
ZVIA,Zevia PBC,Zevia,Consumer Defensive,Beverages—Non-Alcoholic
NCSM,"NCS Multistage Holdings, Inc.",NCS Multistage,Energy,Oil & Gas Equipment & Services
ATRA,"Atara Biotherapeutics, Inc.",Atara Biotherapeutics,Healthcare,Biotechnology
OCX,OncoCyte Corporation,OncoCyte,Healthcare,Diagnostics & Research
USIO,"Usio, Inc.",Usio,Technology,Software—Infrastructure
STI,Solidion Technology Inc.,Solidion Technology,Industrials,Electrical Equipment & Parts
ONDS,Ondas Holdings Inc.,Ondas Holdings,Technology,Communication Equipment
DSHK,Drive Shack Inc.,Drive Shack,Consumer Cyclical,Leisure
TOON,Kartoon Studios Inc.,Kartoon Studios,Communication Services,Entertainment
OCUP,"Ocuphire Pharma, Inc.",Ocuphire Pharma,Healthcare,Biotechnology
BTAI,"BioXcel Therapeutics, Inc.",BioXcel Therapeutics,Healthcare,Biotechnology
VGAS,"Verde Clean Fuels, Inc.",Verde Clean Fuels,Utilities,Utilities—Renewable
CODX,"Co-Diagnostics, Inc.",Co-Diagnostics,Healthcare,Medical Devices
LPCN,Lipocine Inc.,Lipocine,Healthcare,Biotechnology
AEON,"AEON Biopharma, Inc.",AEON Biopharma,Healthcare,Biotechnology
BNGO,"Bionano Genomics, Inc.",Bionano Genomics,Healthcare,Medical Instruments & Supplies
TOI,"The Oncology Institute, Inc.",The Oncology Institute,Healthcare,Medical Care Facilities
LINK,"Interlink Electronics, Inc.",Interlink Electronics,Technology,Electronic Components
QMCO,Quantum Corporation,Quantum,Technology,Computer Hardware
CRIS,"Curis, Inc.",Curis,Healthcare,Biotechnology
INUV,"Inuvo, Inc.",Inuvo,Technology,Software—Application
MULN,"Mullen Automotive, Inc.",Mullen Automotive,Consumer Cyclical,Auto Manufacturers
GROW,"U.S. Global Investors, Inc.",U.S. Global Investors,Financial Services,Asset Management
FBIO,"Fortress Biotech, Inc.",Fortress Biotech,Healthcare,Biotechnology
OCEA,"Ocean Biomedical, Inc.",Ocean Biomedical,Healthcare,Biotechnology
TISI,"Team, Inc.",Team Inc,Industrials,Specialty Business Services
TACT,TransAct Technologies Incorporated,TransAct Technologies,Technology,Computer Hardware
IZEA,"IZEA Worldwide, Inc.",IZEA Worldwide,Communication Services,Internet Content & Information
INKT,"MiNK Therapeutics, Inc.",MiNK Therapeutics,Healthcare,Biotechnology
OWLT,"Owlet, Inc.",Owlet,Healthcare,Health Information Services
PODC,"PodcastOne, Inc.",Courtside Group (PodcastOne),Communication Services,Internet Content & Information
RFL,"Rafael Holdings, Inc.",Rafael Holdings,Real Estate,Real Estate Services
BHIL,"Benson Hill, Inc.",Benson Hill,Basic Materials,Agricultural Inputs
OESX,"Orion Energy Systems, Inc.",Orion Energy Systems,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Home Federal Bancorp (HFB Bank),Financial Services,Banks—Regional
RVP,"Retractable Technologies, Inc.",Retractable Technologies,Healthcare,Medical Instruments & Supplies
FATH,Fathom Digital Manufacturing Corporation,Fathom Digital Manufacturing,Industrials,Conglomerates
LIAN,LianBio,LianBio,Healthcare,Biotechnology
IVR, Invesco Mortgage Capital Inc., ,Real Estate, REIT - Mortgage
AKLI,"Akili, Inc.",Akili,Healthcare,Health Information Services
JOB,GEE Group Inc.,GEE Group,Industrials,Staffing & Employment Services
KNW,"Know Labs, Inc.",Know Labs,Technology,Scientific & Technical Instruments
HOUR,"Hour Loop, Inc.",Hour Loop,Consumer Cyclical,Internet Retail
SRFM,Surf Air Mobility Inc.,Surf Air Mobility,Industrials,Airlines
XLO,"Xilio Therapeutics, Inc.",Xilio Therapeutics,Healthcare,Biotechnology
AADI,"Aadi Bioscience, Inc.",Aadi Bioscience,Healthcare,Biotechnology
IMRX,Immuneering Corporation,Immuneering,Healthcare,Biotechnology
STRM,"Streamline Health Solutions, Inc.",Streamline Health Solutions,Healthcare,Health Information Services
ICAD,"iCAD, Inc.",iCAD,Healthcare,Medical Devices
QNCX,"Quince Therapeutics, Inc.",Quince Therapeutics,Healthcare,Biotechnology
TPCS,TechPrecision Corporation,TechPrecision,Industrials,Metal Fabrication
MOVE,Movano Inc.,Movano,Healthcare,Medical Devices
EVA,Enviva Inc.,Enviva,Basic Materials,Lumber & Wood Production
HYFM,"Hydrofarm Holdings Group, Inc.",Hydrofarm,Industrials,Farm & Heavy Construction Machinery
KALA,"KALA BIO, Inc.",Kala Pharmaceuticals,Healthcare,Biotechnology
IGC,"IGC Pharma, Inc.",India Globalization Capital,Healthcare,Biotechnology
GREE,Greenidge Generation Holdings Inc.,Greenidge Generation Holdings,Financial Services,Capital Markets
SGMA,"SigmaTron International, Inc.",SigmaTron International,Technology,Electronic Components
ICU,SeaStar Medical Holding Corporation,SeaStar Medical,Healthcare,Biotechnology
PTN,"Palatin Technologies, Inc.",Palatin Technologies,Healthcare,Biotechnology
8Z3.F,"tinyBuild, Inc.",tinyBuild,Communication Services,Electronic Gaming & Multimedia
RPID,"Rapid Micro Biosystems, Inc.",Rapid Micro Biosystems,Healthcare,Medical Devices
WWR,"Westwater Resources, Inc.",Westwater Resources,Basic Materials,Other Industrial Metals & Mining
TCS,"The Container Store Group, Inc.",The Container Store,Consumer Cyclical,Specialty Retail
AXDX,"Accelerate Diagnostics, Inc.",Accelerate Diagnostics,Healthcare,Medical Devices
XAIR,"Beyond Air, Inc.",Beyond Air,Healthcare,Medical Devices
RAVE,"Rave Restaurant Group, Inc.",Rave Restaurant Group,Consumer Cyclical,Restaurants
VYNE,VYNE Therapeutics Inc.,VYNE Therapeutics,Healthcare,Biotechnology
VLD,"Velo3D, Inc.",Velo3D,Technology,Computer Hardware
NRXP,"NRx Pharmaceuticals, Inc.",NRx Pharmaceuticals,Healthcare,Biotechnology
KSCP,"Knightscope, Inc.",Knightscope,Industrials,Security & Protection Services
DARE,"Daré Bioscience, Inc.",Dare Bioscience,Healthcare,Biotechnology
SONM,"Sonim Technologies, Inc.",Sonim Technologies,Technology,Communication Equipment
IPA,ImmunoPrecise Antibodies Ltd.,ImmunoPrecise Antibodies,Healthcare,Biotechnology
YYAI,Connexa Sports Technologies Inc.,Connexa Sports Technologies,Consumer Cyclical,Leisure
BCLI,Brainstorm Cell Therapeutics Inc.,BrainStorm Cell Therapeutics,Healthcare,Biotechnology
CWEB.TO,"Charlotte's Web Holdings, Inc.",Charlotte's Web,Healthcare,Drug Manufacturers—Specialty & Generic
LRHC,La Rosa Holdings Corp.,La Rosa Holdings,Real Estate,Real Estate Services
CUTR,"Cutera, Inc.",Cutera,Healthcare,Medical Devices
MSS,Maison Solutions Inc.,Maison Solutions,Consumer Defensive,Grocery Stores
KORE,"KORE Group Holdings, Inc.",KORE,Communication Services,Telecom Services
BIAF,"bioAffinity Technologies, Inc.",bioAffinity Technologies,Healthcare,Diagnostics & Research
JAN,JanOne Inc.,JanOne,Industrials,Waste Management
SMSI,"Smith Micro Software, Inc.",Smith Micro Software,Technology,Software—Application
WKHS,Workhorse Group Inc.,Workhorse Group,Consumer Cyclical,Auto Manufacturers
APCX,AppTech Payments Corp.,AppTech Payments,Technology,Software—Infrastructure
NUTX,Nutex Health Inc.,Nutex Health,Healthcare,Health Information Services
FEMY,Femasys Inc.,Femasys,Healthcare,Medical Instruments & Supplies
BIOR,"Biora Therapeutics, Inc.",Biora Therapeutics,Healthcare,Biotechnology
COCP,"Cocrystal Pharma, Inc.",Cocrystal Pharma,Healthcare,Biotechnology
AREN,"The Arena Group Holdings, Inc.",The Arena Group,Communication Services,Internet Content & Information
EQ,"Equillium, Inc.",Equillium,Healthcare,Biotechnology
MEDS,"TRxADE HEALTH, Inc.",TRxADE HEALTH,Healthcare,Pharmaceutical Retailers
LOCL,Local Bounti Corporation,Local Bounti,Consumer Defensive,Farm Products
SPRB,"Spruce Biosciences, Inc.",Spruce Biosciences,Healthcare,Biotechnology
SLNH,"Soluna Holdings, Inc.",Soluna Holdings,Financial Services,Capital Markets
LODE,Comstock Inc.,Comstock Mining,Basic Materials,Other Precious Metals & Mining
ATER,"Aterian, Inc.",Aterian,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VINC,"Vincerx Pharma, Inc.",Vincerx Pharma,Healthcare,Biotechnology
UBX,"Unity Biotechnology, Inc.",Unity Biotechnology,Healthcare,Biotechnology
ATIP,"ATI Physical Therapy, Inc.",ATI Physical Therapy,Healthcare,Medical Care Facilities
NERV,"Minerva Neurosciences, Inc.",Minerva Neurosciences,Healthcare,Biotechnology
AIM,AIM ImmunoTech Inc.,AIM ImmunoTech,Healthcare,Biotechnology
OPTT,"Ocean Power Technologies, Inc.",Ocean Power Technologies,Industrials,Specialty Industrial Machinery
ULY,Urgent.ly Inc.,Urgent.ly Inc.,Technology,Software—Application
APRE,"Aprea Therapeutics, Inc.",Aprea Therapeutics,Healthcare,Biotechnology
VBIV,VBI Vaccines Inc.,VBI Vaccines,Healthcare,Biotechnology
CEI,"Camber Energy, Inc.",Camber Energy,Industrials,Specialty Industrial Machinery
KIRK,"Kirkland's, Inc.",Kirkland's,Consumer Cyclical,Home Improvement Retail
DUOT,"Duos Technologies Group, Inc.",Duos Technologies Group,Technology,Software—Application
NNVC,"NanoViricides, Inc.",NanoViricides,Healthcare,Biotechnology
ZONE,"CleanCore Solutions, Inc.",CleanCore Solutions,Industrials,Pollution & Treatment Controls
OMIC,"Singular Genomics Systems, Inc.",Singular Genomics Systems,Healthcare,Medical Instruments & Supplies
EKSO,"Ekso Bionics Holdings, Inc.",Ekso Bionics,Healthcare,Medical Instruments & Supplies
IDEX,"Ideanomics, Inc.",Ideanomics,Industrials,Farm & Heavy Construction Machinery
BBGI,"Beasley Broadcast Group, Inc.",Beasley Broadcast Group,Communication Services,Broadcasting
VIRX,"Viracta Therapeutics, Inc.",Viracta Therapeutics,Healthcare,Biotechnology
VRAR,"The Glimpse Group, Inc.",The Glimpse Group,Technology,Software—Infrastructure
CWD,CaliberCos Inc.,CaliberCos,Financial Services,Asset Management
LUMO,"Lumos Pharma, Inc.",Lumos Pharma,Healthcare,Biotechnology
LUXH,LuxUrban Hotels Inc.,LuxUrban Hotels,Consumer Cyclical,Lodging
ALPSQ,"Alpine Summit Energy Partners, Inc.",Alpine Summit Energy Partners,,
UGRO,"urban-gro, Inc.",Urban-gro,Industrials,Farm & Heavy Construction Machinery
JAGX,"Jaguar Health, Inc.",Jaguar Health,Healthcare,Biotechnology
TXMD,"TherapeuticsMD, Inc.",TherapeuticsMD,Healthcare,Drug Manufacturers—Specialty & Generic
FCUV,Focus Universal Inc.,Focus Universal,Technology,Scientific & Technical Instruments
LASE,Laser Photonics Corporation,Laser Photonics,Industrials,Specialty Industrial Machinery
LL,"LL Flooring Holdings, Inc.",LL Flooring,Consumer Cyclical,Home Improvement Retail
SYBX,"Synlogic, Inc.",Synlogic,Healthcare,Biotechnology
GLYC,"GlycoMimetics, Inc.",GlycoMimetics,Healthcare,Biotechnology
AYTU,"Aytu BioPharma, Inc.",Aytu BioScience,Healthcare,Drug Manufacturers—Specialty & Generic
MBOT,Microbot Medical Inc.,Microbot Medical,Healthcare,Medical Instruments & Supplies
HLGN,"Heliogen, Inc.",Heliogen,Utilities,Utilities—Renewable
VNCE,Vince Holding Corp.,Vince Holding,Consumer Cyclical,Apparel Manufacturing
AINC,Ashford Inc.,Ashford Inc,Financial Services,Asset Management
REBN,"Reborn Coffee, Inc.",Reborn Coffee,Consumer Cyclical,Restaurants
VRM,"Vroom, Inc.",Vroom,Consumer Cyclical,Auto & Truck Dealerships
LGVN,Longeveron Inc.,Longeveron,Healthcare,Biotechnology
LYRA,"Lyra Therapeutics, Inc.",Lyra Therapeutics,Healthcare,Biotechnology
IBIO,"iBio, Inc.",iBio,Healthcare,Biotechnology
NHIQ,"NantHealth, Inc.",NantHealth,Healthcare,Health Information Services
SEAC,"SeaChange International, Inc.",SeaChange,Technology,Software—Application
TLPH,"Talphera, Inc.",Talphera,Healthcare,Drug Manufacturers—Specialty & Generic
